"Filename","PatternExtracted","Stade","Sex","Identifiant"
"Bascha_P01_T04_K14_M_Adult_1138_20190607202201.jpg","Nathan\46_7_st.jpg","adulte","M","KM00046"
"Bascha_P01_T01_K15_M_Adult_1211_20190615121404.jpg","Nathan\46_8_st.jpg","adulte","M","KM00046"
"Bascha_P01_T01_K12_M_Adult_533_20190524082336.jpg","Remy\47_10_st.jpg","adulte","M","KM00047"
"Bascha_P01_T04_K10_M_20190509141705-15.jpg","Remy\47_6_st.jpg","adulte","M","KM00047"
"Bascha_P01_T04_K10_M_20190510155930-11.jpg","Remy\47_7_st.jpg","adulte","M","KM00047"
"Bascha_P01_T01_K07_M_20190418201050-18.jpg","Remy\47_5_st.jpg","adulte","M","KM00047"
"Bascha_P01_T06_K11_F_Adult_369_20190516031308.jpg","Remy\49_8_st.jpg","adulte","F","KM00049"
"Bascha_P01_T01_K06_F_20190413011413-11.jpg","Remy\49_6_st.jpg","adulte","F","KM00049"
"Bascha_P01_T06_K07_F_20190413015117-24.jpg","Remy\49_7_st.jpg","adulte","F","KM00049"
"Bascha_P01_T02_K05_F_Adult_4693_20190317040051.jpg","Nathan\49_9_st.jpg","adulte","F","KM00049"
"Bascha_P01_T03_K12_F_Adult_562_20190522231815.jpg","Remy\50_4_st.jpg","adulte","F","KM00050"
"Bascha_P01_T06_K12_F_Adult_671_20190522175852.jpg","Remy\50_5_st.jpg","adulte","F","KM00050"
"Bascha_P01_T05_K07_F_20190420000928-01.jpg","Remy\50_2_st.jpg","adulte","F","KM00050"
"Bascha_P01_T06_K10_F_20190510074407-05.jpg","Remy\50_3_st.jpg","adulte","F","KM00050"
"Bascha_P01_T02_K05_F_Adult_4747_20190318132442.jpg","Nathan\50_6_st.jpg","adulte","F","KM00050"
"Bascha_P01_T04_K11_M_Adult_345_20190519190332.jpg","Remy\52_2_st.jpg","adulte","M","KM00052"
"Bascha_P01_T03_K15_M_Adult_1221_20190612221202.jpg","Nathan\52_4_st.jpg","adulte","M","KM00052"
"Bascha_P01_T05_K11_M_Adult_435_20190517052348.jpg","Remy\53_3_st.jpg","adulte","M","KM00053"
"Bascha_P01_T04_K13_M_Adult_957_20190530233105.jpg","Remy\55_8_st.jpg","adulte","M","KM00055"
"Bascha_P01_T05_K07_M_20190422000314-03.jpg","Remy\55_3_st.jpg","adulte","M","KM00055"
"Bascha_P01_T06_K09_M_20190501052230-06.jpg","Remy\55_4_st.jpg","adulte","M","KM00055"
"Bascha_P01_T06_K14_M_Adult_1167_20190607000141.jpg","Nathan\55_12_st.jpg","adulte","M","KM00055"
"Bascha_P01_T03_K15_M_Adult_1255_20190615003738.jpg","Nathan\55_13_st.jpg","adulte","M","KM00055"
"Bascha_P01_T05_K15_M_Adult_1447_20190613172349.jpg","Nathan\55_14_st.jpg","adulte","M","KM00055"
"Bascha_P01_T06_K15_M_Adult_1533_20190613222059.jpg","Nathan\55_15_st.jpg","adulte","M","KM00055"
"Bascha_P01_T04_K16_M_Adult_1941_20190619154207.jpg","Nathan\55_16_st.jpg","adulte","M","KM00055"
"Bascha_P01_T04_K16_M_Adult_2120_20190621094514.jpg","Nathan\55_17_st.jpg","adulte","M","KM00055"
"Bascha_P01_T05_K07_F_20190417225635-17.jpg","Remy\57_5_st.jpg","adulte","F","KM00057"
"Bascha_P01_T05_K07_F_20190419184330-24.jpg","Remy\61_5_st.jpg","adulte","F","KM00061"
"Bascha_P01_T04_K13_F_Adult_944_20190530093025.jpg","Remy\62_6_st.jpg","adulte","F","KM00062"
"Bascha_P01_T03_K09_F_20190501231900-06.jpg","Remy\62_3_st.jpg","adulte","F","KM00062"
"Bascha_P01_T01_K04_F_Adult_4255_20190330232003.jpg","Nathan\62_7_st.jpg","adulte","F","KM00062"
"Bascha_P01_T05_K05_F_Adult_5844_20190405042107.jpg","Nathan\62_8_st.jpg","adulte","F","KM00062"
"Bascha_P01_T05_K07_F_20190420111448-18.jpg","Remy\64_9_st.jpg","adulte","F","KM00064"
"Bascha_P01_T05_K08_F_20190424211512-05.jpg","Remy\64_10_st.jpg","adulte","F","KM00064"
"Bascha_P01_T01_K03_F_Adult_4331_20190320100505.jpg","Nathan\64_11_st.jpg","adulte","F","KM00064"
"Bascha_P01_T02_K07_F_20190417230343-20.jpg","Remy\65_5_st.jpg","adulte","F","KM00065"
"Bascha_P01_T02_K07_F_20190418214509-05.jpg","Remy\65_6_st.jpg","adulte","F","KM00065"
"Bascha_P01_T02_K07_F_20190419011416-14.jpg","Remy\65_7_st.jpg","adulte","F","KM00065"
"Bascha_P01_T02_K07_F_20190419042348-15.jpg","Remy\65_8_st.jpg","adulte","F","KM00065"
"Bascha_P01_T02_K10_M_20190510072131-07.jpg","Remy\67_2_st.jpg","adulte","M","KM00067"
"Bascha_P01_T02_K10_M_20190510214324-05.jpg","Remy\67_3_st.jpg","adulte","M","KM00067"
"Bascha_P01_T03_K07_M_20190418052415-04.jpg","Remy\67_4_st.jpg","adulte","M","KM00067"
"Bascha_P01_T03_K07_M_20190419031708-08.jpg","Remy\67_5_st.jpg","adulte","M","KM00067"
"Bascha_P01_T05_K06_M_20190411215919-14.jpg","Remy\67_6_st.jpg","adulte","M","KM00067"
"Bascha_P01_T06_K06_M_20190412024034-07.jpg","Remy\67_7_st.jpg","adulte","M","KM00067"
"Bascha_P01_T01_K05_M_Adult_4575_20190403092701.jpg","Nathan\67_9_st.jpg","adulte","M","KM00067"
"Bascha_P01_T06_K07_M_20190413212352-13.jpg","Remy\68_2_st.jpg","adulte","M","KM00068"
"Bascha_P01_T03_K08_M_20190425010407-00.jpg","Remy\70_3_st.jpg","adulte","M","KM00070"
"Bascha_P01_T03_K09_M_20190501054355-00.jpg","Remy\70_4_st.jpg","adulte","M","KM00070"
"Bascha_P01_T03_K09_M_20190502015040-06.jpg","Remy\70_5_st.jpg","adulte","M","KM00070"
"Bascha_P01_T04_K05_M_Adult_4831_20190501023335.jpg","Nathan\70_8_st.jpg","adulte","M","KM00070"
"Bascha_P01_T03_K15_M_Adult_1226_20190613034407.jpg","Nathan\70_7_st.jpg","adulte","M","KM00070"
"Bascha_P01_T01_K13_M_Adult_713_20190531020749.jpg","Remy\71_9_st.jpg","adulte","M","KM00071"
"Bascha_P01_T04_K06_M_20190412220142-17.jpg","Remy\71_5_st.jpg","adulte","M","KM00071"
"Bascha_P01_T05_K06_M_20190411025524-03.jpg","Remy\71_6_st.jpg","adulte","M","KM00071"
"Bascha_P01_T05_K07_M_20190418025232-00.jpg","Remy\71_7_st.jpg","adulte","M","KM00071"
"Bascha_P01_T01_K12_M_Adult_505_20190522233618.jpg","Remy\72_4_st.jpg","adulte","M","KM00072"
"Bascha_P01_T05_K12_M_Adult_659_20190525092714.jpg","Remy\72_5_st.jpg","adulte","M","KM00072"
"Bascha_P01_T01_K13_M_Adult_718_20190601095543.jpg","Remy\72_6_st.jpg","adulte","M","KM00072"
"Bascha_P01_T05_K08_M_20190425234453-09.jpg","Remy\72_2_st.jpg","adulte","M","KM00072"
"Bascha_P01_T04_K05_M_Adult_4808_20190430212630.jpg","Nathan\72_9_st.jpg","adulte","M","KM00072"
"Bascha_P01_T06_K16_M_Adult_6911_20190621211209.jpg","Nathan\72_7_st.jpg","adulte","M","KM00072"
"Bascha_P01_T04_K16_M_Adult_1951_20190619215606.jpg","Nathan\72_8_st.jpg","adulte","M","KM00072"
"Bascha_P01_T04_K07_M_20190419143223-06.jpg","Remy\73_4_st.jpg","adulte","M","KM00073"
"Bascha_P01_T03_K11_M_Adult_227_20190517173533.jpg","Remy\74_5_st.jpg","adulte","M","KM00074"
"Bascha_P01_T03_K09_M_20190501100354-27.jpg","Remy\74_3_st.jpg","adulte","M","KM00074"
"Bascha_P01_T05_K15_M_Adult_1454_20190613212814.jpg","Nathan\75_5_st.jpg","adulte","M","KM00075"
"Bascha_P01_T03_K09_M_20190501055442-08.jpg","Remy\76_4_st.jpg","adulte","M","KM00076"
"Bascha_P01_T04_K07_M_20190420074449-12.jpg","Remy\76_5_st.jpg","adulte","M","KM00076"
"Bascha_P01_T05_K10_M_20190509120707-10.jpg","Remy\76_6_st.jpg","adulte","M","KM00076"
"Bascha_P01_T01_K15_M_Adult_1180_20190613004603.jpg","Nathan\76_10_st.jpg","adulte","M","KM00076"
"Bascha_P01_T04_K15_M_Adult_1357_20190614090302.jpg","Nathan\76_11_st.jpg","adulte","M","KM00076"
"Bascha_P01_T06_K12_M_Adult_691_20190523132219.jpg","Remy\78_4_st.jpg","adulte","M","KM00078"
"Bascha_P01_T02_K17_M_Adult_6372_20190627042757.jpg","Nathan\78_5_st.jpg","adulte","M","KM00078"
"Bascha_P01_T03_K17_M_Adult_11611_20190629062812.jpg","Nathan\78_6_st.jpg","adulte","M","KM00078"
"Bascha_P01_T02_K09_M_20190425122829-07.jpg","Remy\79_2_st.jpg","adulte","M","KM00079"
"Bascha_P01_T06_K16_F_Adult_6712_20190619221426.jpg","Nathan\83_3_st.jpg","adulte","F","KM00083"
"Bascha_P01_T03_K12_M_Adult_553_20190522194032.jpg","Remy\84_8_st.jpg","adulte","M","KM00084"
"Bascha_P01_T04_K07_M_20190419025920-21.jpg","Remy\84_5_st.jpg","adulte","M","KM00084"
"Bascha_P01_T06_K10_M_20190510200937-23.jpg","Remy\84_6_st.jpg","adulte","M","KM00084"
"Bascha_P01_T06_K14_M_Adult_1160_20190606190523.jpg","Nathan\84_10_st.jpg","adulte","M","KM00084"
"Bascha_P01_T03_K12_M_Adult_590_20190523203239.jpg","Remy\86_8_st.jpg","adulte","M","KM00086"
"Bascha_P01_T05_K09_M_20190501011003-02.jpg","Remy\86_7_st.jpg","adulte","M","KM00086"
"Bascha_P01_T03_K09_M_20190501051838-20.jpg","Remy\87_4_st.jpg","adulte","M","KM00087"
"Bascha_P01_T05_K07_M_20190419051154-17.jpg","Remy\87_5_st.jpg","adulte","M","KM00087"
"Bascha_P01_T03_K11_M_Adult_223_20190517145405.jpg","Remy\88_5_st.jpg","adulte","M","KM00088"
"Bascha_P01_T05_K10_M_20190509074047-10.jpg","Remy\88_3_st.jpg","adulte","M","KM00088"
"Bascha_P01_T06_K14_M_Adult_1161_20190606201717.jpg","Nathan\88_8_st.jpg","adulte","M","KM00088"
"Bascha_P01_T03_K15_M_Adult_1247_20190614104447.jpg","Nathan\88_9_st.jpg","adulte","M","KM00088"
"Bascha_P01_T03_K11_M_Adult_228_20190517175029.jpg","Remy\89_4_st.jpg","adulte","M","KM00089"
"Bascha_P01_T06_K11_M_Adult_381_20190516210552.jpg","Remy\89_5_st.jpg","adulte","M","KM00089"
"Bascha_P01_T03_K15_M_Adult_1258_20190615024002.jpg","Nathan\89_7_st.jpg","adulte","M","KM00089"
"Bascha_P01_T05_K15_M_Adult_1501_20190615070538.jpg","Nathan\89_8_st.jpg","adulte","M","KM00089"
"Bascha_P01_T05_K07_M_20190421224659-07.jpg","Remy\90_3_st.jpg","adulte","M","KM00090"
"Bascha_P01_T05_K11_F_Adult_321_20190516002234.jpg","Remy\93_4_st.jpg","adulte","F","KM00093"
"Bascha_P01_T03_K12_F_Adult_589_20190523215955.jpg","Remy\93_5_st.jpg","adulte","F","KM00093"
"Bascha_P01_T06_K12_F_Adult_688_20190523053324.jpg","Remy\93_6_st.jpg","adulte","F","KM00093"
"Bascha_P01_T05_K14_F_Adult_796_20190608041326.jpg","Nathan\93_10_st.jpg","adulte","F","KM00093"
"Bascha_P01_T02_K15_F_Adult_1419_20190614094206.jpg","Nathan\93_11_st.jpg","adulte","F","KM00093"
"Bascha_P01_T04_K15_F_Adult_1397_20190615165423.jpg","Nathan\93_12_st.jpg","adulte","F","KM00093"
"Bascha_P01_T01_K07_F_20190419021704-13.jpg","Remy\94_5_st.jpg","adulte","F","KM00094"
"Bascha_P01_T02_K09_F_20190426055516-23.jpg","Remy\94_6_st.jpg","adulte","F","KM00094"
"Bascha_P01_T04_K08_F_20190426142547-06.jpg","Remy\94_7_st.jpg","adulte","F","KM00094"
"Bascha_P01_T06_K07_F_20190413074032-17.jpg","Remy\94_8_st.jpg","adulte","F","KM00094"
"Bascha_P01_T02_K05_F_Adult_4775_20190318234730.jpg","Nathan\94_9_st.jpg","adulte","F","KM00094"
"Bascha_P01_T03_K12_F_Adult_596_20190524021905.jpg","Remy\95_3_st.jpg","adulte","F","KM00095"
"Bascha_P01_T05_K14_F_Adult_889_20190609170400.jpg","Nathan\95_6_st.jpg","adulte","F","KM00095"
"Bascha_P01_T02_K15_F_Adult_1283_20190613041302.jpg","Nathan\95_7_st.jpg","adulte","F","KM00095"
"Bascha_P01_T03_K14_M_Adult_1059_20190605215011.jpg","Nathan\96_4_st.jpg","adulte","M","KM00096"
"Bascha_P01_T05_K05_M_Adult_6079_20190407150338.jpg","Nathan\97_4_st.jpg","adulte","M","KM00097"
"Bascha_P01_T04_K12_M_Adult_615_20190523114801.jpg","Remy\98_4_st.jpg","adulte","M","KM00098"
"Bascha_P01_T02_K09_M_20190426041717-07.jpg","Remy\98_2_st.jpg","adulte","M","KM00098"
"Bascha_P01_T06_K11_M_Adult_361_20190515195355.jpg","Remy\99_9_st.jpg","adulte","M","KM00099"
"Bascha_P01_T06_K11_M_Adult_362_20190515195537.jpg","Remy\99_10_st.jpg","adulte","M","KM00099"
"Bascha_P01_T01_K10_M_20190508222420-04.jpg","Remy\99_6_st.jpg","adulte","M","KM00099"
"Bascha_P01_T01_K15_M_Adult_1201_20190614084739.jpg","Nathan\99_14_st.jpg","adulte","M","KM00099"
"Bascha_P01_T02_K15_M_Adult_1257_20190613023123.jpg","Nathan\99_15_st.jpg","adulte","M","KM00099"
"Bascha_P01_T06_K15_M_Adult_1525_20190613174636.jpg","Nathan\99_16_st.jpg","adulte","M","KM00099"
"Bascha_P01_T03_K16_M_Adult_1934_20190621214158.jpg","Nathan\99_17_st.jpg","adulte","M","KM00099"
"Bascha_P01_T03_K16_M_Adult_1936_20190622001731.jpg","Nathan\99_18_st.jpg","adulte","M","KM00099"
"Bascha_P01_T02_K16_M_Adult_7904_20190622010044.jpg","Nathan\99_19_st.jpg","adulte","M","KM00099"
"Bascha_P01_T04_K11_M_Adult_261_20190515231343.jpg","Remy\100_4_st.jpg","adulte","M","KM00100"
"Bascha_P01_T02_K11_M_Adult_146_20190516230221.jpg","Remy\101_5_st.jpg","adulte","M","KM00101"
"Bascha_P01_T03_K11_M_Adult_207_20190516000931.jpg","Remy\101_6_st.jpg","adulte","M","KM00101"
"Bascha_P01_T06_K12_M_Adult_693_20190523145707.jpg","Remy\101_7_st.jpg","adulte","M","KM00101"
"Bascha_P01_T05_K08_M_20190425013430-11.jpg","Remy\101_4_st.jpg","adulte","M","KM00101"
"Bascha_P01_T03_K07_M_20190418054144-05.jpg","Remy\102_2_st.jpg","adulte","M","KM00102"
"Bascha_P01_T03_K07_M_20190420085133-03.jpg","Remy\102_3_st.jpg","adulte","M","KM00102"
"Bascha_P01_T04_K07_M_20190419141606-13.jpg","Remy\102_4_st.jpg","adulte","M","KM00102"
"Bascha_P01_T04_K05_M_Adult_4863_20190501112108.jpg","Nathan\103_3_st.jpg","adulte","M","KM00103"
"Bascha_P01_T01_K14_M_Adult_1044_20190607105319.jpg","Nathan\104_4_st.jpg","adulte","M","KM00104"
"Bascha_P01_T02_K13_M_Adult_739_20190530132059.jpg","Remy\105_4_st.jpg","adulte","M","KM00105"
"Bascha_P01_T01_K14_M_Adult_1024_20190605213228.jpg","Remy\105_5_st.jpg","adulte","M","KM00105"
"Bascha_P01_T05_K07_M_20190417204032-15.jpg","Remy\105_2_st.jpg","adulte","M","KM00105"
"Bascha_P01_T03_K13_M_Adult_858_20190530031340.jpg","Remy\106_5_st.jpg","adulte","M","KM00106"
"Bascha_P01_T04_K05_M_Adult_5490_20190502040041.jpg","Nathan\106_15_st.jpg","adulte","M","KM00106"
"Bascha_P01_T04_K05_M_Adult_5767_20190503044330.jpg","Nathan\106_16_st.jpg","adulte","M","KM00106"
"Bascha_P01_T06_K14_M_Adult_1175_20190607170609.jpg","Nathan\106_10_st.jpg","adulte","M","KM00106"
"Bascha_P01_T01_K15_M_Adult_1209_20190615060801.jpg","Nathan\106_11_st.jpg","adulte","M","KM00106"
"Bascha_P01_T03_K15_M_Adult_1253_20190614193214.jpg","Nathan\106_12_st.jpg","adulte","M","KM00106"
"Bascha_P01_T05_K15_M_Adult_1487_20190615003425.jpg","Nathan\106_13_st.jpg","adulte","M","KM00106"
"Bascha_P01_T04_K16_M_Adult_1952_20190619220712.jpg","Nathan\106_14_st.jpg","adulte","M","KM00106"
"Bascha_P01_T04_K11_M_Adult_353_20190520011603.jpg","Remy\107_6_st.jpg","adulte","M","KM00107"
"Bascha_P01_T04_K12_M_Adult_633_20190524073735.jpg","Remy\107_7_st.jpg","adulte","M","KM00107"
"Bascha_P01_T04_K06_M_20190412213120-11.jpg","Remy\107_2_st.jpg","adulte","M","KM00107"
"Bascha_P01_T05_K07_M_20190420085735-22.jpg","Remy\107_3_st.jpg","adulte","M","KM00107"
"Bascha_P01_T06_K09_F_20190501075808-04.jpg","Remy\108_3_st.jpg","adulte","F","KM00108"
"Bascha_P01_T06_K09_F_20190502020231-13.jpg","Remy\108_4_st.jpg","adulte","F","KM00108"
"Bascha_P01_T06_K09_F_20190503192859-23.jpg","Remy\108_5_st.jpg","adulte","F","KM00108"
